1,FF0000 1,FF0000 2,FF0000 1,FF0000 3,FF0000 9,FF0000 9,FF0000 10,FF0000 12,FF0000 10,FF0000 13,FF0000 13,FF0000 14,FF0000 16,FF0000 15,FF0000 18,FF0000 15,FF0000 20,FF0000 20,FF0000 17,FF0000 19,FF0000 21,FF0000 24,FF0000 23,FF0000 23,FF0000 23,FF0000 23,FF0000 26,FF0000 28,FF0000 33,FF0000 33,FF0000 34,FF0000 32,FF0000 30,FF0000 35,FF0000 37,FF0000 38,FF0000 33,FF0000 35,FF0000 45,802020 43,802020 43,802020 50,802020 51,802020 47,802020 44,802020 39,FF0000 37,FF0000 42,802020 38,FF0000 47,802020 45,802020 49,802020 52,802020 51,802020 61,802020 54,802020 69,802020 63,802020 61,802020 45,802020 48,802020 53,802020 57,802020 52,802020 52,802020 56,802020 57,802020 65,802020 62,802020 96,FFFFFF 73,FFFFFF 65,802020 49,802020 73,FFFFFF 72,FFFFFF 83,FFFFFF 74,FFFFFF 58,802020 55,802020 79,FFFFFF 81,FFFFFF 64,802020 91,FFFFFF 73,FFFFFF 63,802020 89,FFFFFF 100,FFFFFF 79,FFFFFF 104,FFFFFF 87,FFFFFF 81,FFFFFF 80,FFFFFF 84,FFFFFF 86,FFFFFF 99,FFFFFF 110,FFFFFF 111,FFFFFF 118,FFFFFF 103,FFFFFF 
0,FF0000 1,FF0000 1,FF0000 7,FF0000 7,FF0000 5,FF0000 10,FF0000 10,FF0000 6,FF0000 8,FF0000 10,FF0000 15,FF0000 18,FF0000 17,FF0000 12,FF0000 13,FF0000 16,FF0000 20,FF0000 23,FF0000 21,FF0000 22,FF0000 19,FF0000 18,FF0000 18,FF0000 20,FF0000 22,FF0000 26,FF0000 27,FF0000 31,FF0000 33,FF0000 31,FF0000 30,FF0000 32,FF0000 26,FF0000 29,FF0000 30,FF0000 29,FF0000 29,FF0000 28,FF0000 40,802020 38,FF0000 48,802020 48,802020 47,802020 38,FF0000 43,802020 36,FF0000 39,FF0000 39,FF0000 36,FF0000 38,FF0000 41,802020 48,802020 48,802020 51,802020 64,802020 50,802020 57,802020 57,802020 52,802020 41,802020 45,802020 56,802020 47,802020 53,802020 56,802020 45,802020 49,802020 61,802020 54,802020 84,FFFFFF 72,FFFFFF 60,802020 55,802020 60,802020 84,FFFFFF 78,FFFFFF 70,FFFFFF 56,802020 49,802020 60,802020 62,802020 54,802020 72,FFFFFF 52,802020 80,FFFFFF 73,FFFFFF 96,FFFFFF 79,FFFFFF 93,FFFFFF 103,FFFFFF 84,FFFFFF 74,FFFFFF 93,FFFFFF 118,FFFFFF 125,FFFFFF 108,FFFFFF 104,FFFFFF 98,FFFFFF 103,FFFFFF 
0,FF0000 0,FF0000 0,FF0000 6,FF0000 5,FF0000 9,FF0000 9,FF0000 5,FF0000 6,FF0000 7,FF0000 11,FF0000 13,FF0000 15,FF0000 18,FF0000 15,FF0000 14,FF0000 17,FF0000 16,FF0000 16,FF0000 18,FF0000 19,FF0000 13,FF0000 15,FF0000 19,FF0000 21,FF0000 26,FF0000 26,FF0000 25,FF0000 27,FF0000 28,FF0000 32,FF0000 29,FF0000 28,FF0000 26,FF0000 28,FF0000 24,FF0000 26,FF0000 28,FF0000 30,FF0000 33,FF0000 32,FF0000 45,802020 43,802020 42,802020 35,FF0000 38,FF0000 34,FF0000 34,FF0000 34,FF0000 29,FF0000 30,FF0000 40,802020 50,802020 60,802020 55,802020 58,802020 56,802020 59,802020 49,802020 46,802020 38,FF0000 45,802020 51,802020 46,802020 44,802020 54,802020 43,802020 48,802020 59,802020 66,802020 62,802020 59,802020 59,802020 53,802020 58,802020 65,802020 63,802020 60,802020 50,802020 46,802020 52,802020 61,802020 61,802020 60,802020 57,802020 78,FFFFFF 67,802020 75,FFFFFF 84,FFFFFF 101,FFFFFF 118,FFFFFF 105,FFFFFF 90,FFFFFF 109,FFFFFF 109,FFFFFF 87,FFFFFF 92,FFFFFF 73,FFFFFF 75,FFFFFF 100,FFFFFF 
0,FF0000 0,FF0000 5,FF0000 6,FF0000 5,FF0000 5,FF0000 6,FF0000 4,FF0000 8,FF0000 5,FF0000 9,FF0000 13,FF0000 14,FF0000 18,FF0000 14,FF0000 14,FF0000 10,FF0000 12,FF0000 14,FF0000 15,FF0000 15,FF0000 11,FF0000 12,FF0000 18,FF0000 21,FF0000 23,FF0000 18,FF0000 19,FF0000 22,FF0000 23,FF0000 27,FF0000 23,FF0000 26,FF0000 24,FF0000 23,FF0000 21,FF0000 23,FF0000 24,FF0000 28,FF0000 32,FF0000 33,FF0000 40,802020 37,FF0000 39,FF0000 36,FF0000 34,FF0000 34,FF0000 36,FF0000 36,FF0000 36,FF0000 37,FF0000 43,802020 49,802020 60,802020 58,802020 53,802020 54,802020 49,802020 43,802020 37,FF0000 36,FF0000 47,802020 46,802020 39,FF0000 37,FF0000 48,802020 51,802020 62,802020 66,802020 59,802020 60,802020 51,802020 60,802020 64,802020 60,802020 56,802020 52,802020 60,802020 42,802020 38,FF0000 43,802020 48,802020 55,802020 64,802020 55,802020 59,802020 51,802020 85,FFFFFF 76,FFFFFF 64,802020 74,FFFFFF 74,FFFFFF 90,FFFFFF 101,FFFFFF 118,FFFFFF 91,FFFFFF 78,FFFFFF 66,802020 83,FFFFFF 100,FFFFFF 
0,FF0000 0,FF0000 2,FF0000 3,FF0000 3,FF0000 1,FF0000 2,FF0000 5,FF0000 6,FF0000 10,FF0000 10,FF0000 12,FF0000 19,FF0000 18,FF0000 14,FF0000 10,FF0000 12,FF0000 11,FF0000 15,FF0000 15,FF0000 10,FF0000 13,FF0000 17,FF0000 18,FF0000 18,FF0000 20,FF0000 21,FF0000 21,FF0000 20,FF0000 26,FF0000 24,FF0000 24,FF0000 28,FF0000 24,FF0000 18,FF0000 21,FF0000 25,FF0000 22,FF0000 25,FF0000 31,FF0000 38,FF0000 38,FF0000 35,FF0000 37,FF0000 31,FF0000 34,FF0000 35,FF0000 38,FF0000 35,FF0000 38,FF0000 41,802020 40,802020 39,FF0000 47,802020 54,802020 59,802020 53,802020 46,802020 37,FF0000 33,FF0000 48,802020 48,802020 40,802020 37,FF0000 54,802020 60,802020 59,802020 61,802020 50,802020 48,802020 51,802020 58,802020 67,802020 61,802020 50,802020 47,802020 59,802020 53,802020 40,802020 47,802020 46,802020 52,802020 50,802020 56,802020 58,802020 54,802020 73,FFFFFF 75,FFFFFF 71,FFFFFF 59,802020 69,802020 73,FFFFFF 113,FFFFFF 93,FFFFFF 96,FFFFFF 74,FFFFFF 85,FFFFFF 99,FFFFFF 106,FFFFFF 100,FFFFFF 
0,FF0000 0,FF0000 2,FF0000 3,FF0000 1,FF0000 3,FF0000 6,FF0000 6,FF0000 9,FF0000 10,FF0000 11,FF0000 8,FF0000 13,FF0000 15,FF0000 11,FF0000 12,FF0000 8,FF0000 10,FF0000 9,FF0000 10,FF0000 9,FF0000 17,FF0000 18,FF0000 16,FF0000 20,FF0000 22,FF0000 20,FF0000 19,FF0000 20,FF0000 23,FF0000 24,FF0000 24,FF0000 26,FF0000 23,FF0000 18,FF0000 25,FF0000 27,FF0000 23,FF0000 29,FF0000 33,FF0000 35,FF0000 33,FF0000 35,FF0000 32,FF0000 33,FF0000 38,FF0000 39,FF0000 39,FF0000 35,FF0000 36,FF0000 37,FF0000 33,FF0000 43,802020 47,802020 51,802020 51,802020 45,802020 39,FF0000 36,FF0000 32,FF0000 44,802020 43,802020 35,FF0000 34,FF0000 39,FF0000 71,FFFFFF 65,802020 59,802020 55,802020 60,802020 54,802020 50,802020 48,802020 46,802020 43,802020 38,FF0000 50,802020 50,802020 40,802020 47,802020 50,802020 49,802020 43,802020 54,802020 54,802020 46,802020 79,FFFFFF 69,802020 69,802020 63,802020 81,FFFFFF 103,FFFFFF 118,FFFFFF 98,FFFFFF 128,FFFFFF 112,FFFFFF 102,FFFFFF 71,FFFFFF 84,FFFFFF 98,FFFFFF 
1,FF0000 1,FF0000 1,FF0000 1,FF0000 3,FF0000 3,FF0000 2,FF0000 6,FF0000 9,FF0000 6,FF0000 8,FF0000 7,FF0000 9,FF0000 11,FF0000 5,FF0000 6,FF0000 6,FF0000 12,FF0000 12,FF0000 10,FF0000 13,FF0000 15,FF0000 11,FF0000 12,FF0000 16,FF0000 20,FF0000 22,FF0000 21,FF0000 19,FF0000 22,FF0000 25,FF0000 25,FF0000 21,FF0000 17,FF0000 16,FF0000 22,FF0000 28,FF0000 27,FF0000 25,FF0000 30,FF0000 29,FF0000 32,FF0000 29,FF0000 30,FF0000 36,FF0000 37,FF0000 37,FF0000 39,FF0000 38,FF0000 36,FF0000 46,802020 46,802020 54,802020 51,802020 42,802020 41,802020 35,FF0000 33,FF0000 29,FF0000 30,FF0000 42,802020 36,FF0000 32,FF0000 44,802020 43,802020 65,802020 54,802020 64,802020 64,802020 56,802020 61,802020 52,802020 51,802020 43,802020 39,FF0000 34,FF0000 39,FF0000 46,802020 44,802020 40,802020 50,802020 55,802020 47,802020 57,802020 51,802020 51,802020 65,802020 69,802020 64,802020 72,FFFFFF 73,FFFFFF 79,FFFFFF 86,FFFFFF 82,FFFFFF 97,FFFFFF 85,FFFFFF 73,FFFFFF 61,802020 79,FFFFFF 94,FFFFFF 
1,FF0000 0,FF0000 0,FF0000 2,FF0000 1,FF0000 7,FF0000 5,FF0000 10,FF0000 12,FF0000 11,FF0000 10,FF0000 7,FF0000 9,FF0000 7,FF0000 5,FF0000 5,FF0000 8,FF0000 12,FF0000 15,FF0000 13,FF0000 12,FF0000 10,FF0000 12,FF0000 14,FF0000 13,FF0000 17,FF0000 19,FF0000 18,FF0000 14,FF0000 18,FF0000 22,FF0000 22,FF0000 20,FF0000 21,FF0000 22,FF0000 22,FF0000 24,FF0000 27,FF0000 28,FF0000 27,FF0000 27,FF0000 30,FF0000 31,FF0000 29,FF0000 30,FF0000 32,FF0000 34,FF0000 46,802020 40,802020 38,FF0000 48,802020 58,802020 52,802020 41,802020 37,FF0000 36,FF0000 31,FF0000 31,FF0000 32,FF0000 39,FF0000 44,802020 51,802020 52,802020 59,802020 63,802020 69,802020 56,802020 72,FFFFFF 65,802020 58,802020 50,802020 43,802020 43,802020 38,FF0000 32,FF0000 33,FF0000 35,FF0000 47,802020 59,802020 59,802020 61,802020 57,802020 76,FFFFFF 75,FFFFFF 81,FFFFFF 87,FFFFFF 76,FFFFFF 73,FFFFFF 72,FFFFFF 63,802020 83,FFFFFF 98,FFFFFF 87,FFFFFF 105,FFFFFF 88,FFFFFF 74,FFFFFF 96,FFFFFF 100,FFFFFF 108,FFFFFF 93,FFFFFF 
0,FF0000 1,FF0000 0,FF0000 0,FF0000 0,FF0000 7,FF0000 10,FF0000 9,FF0000 6,FF0000 7,FF0000 7,FF0000 2,FF0000 5,FF0000 4,FF0000 2,FF0000 3,FF0000 8,FF0000 10,FF0000 15,FF0000 10,FF0000 11,FF0000 6,FF0000 11,FF0000 19,FF0000 18,FF0000 17,FF0000 15,FF0000 13,FF0000 14,FF0000 13,FF0000 17,FF0000 20,FF0000 18,FF0000 20,FF0000 23,FF0000 22,FF0000 24,FF0000 28,FF0000 28,FF0000 24,FF0000 27,FF0000 27,FF0000 30,FF0000 29,FF0000 30,FF0000 32,FF0000 46,802020 42,802020 48,802020 40,802020 43,802020 46,802020 40,802020 35,FF0000 34,FF0000 33,FF0000 27,FF0000 32,FF0000 36,FF0000 45,802020 48,802020 44,802020 45,802020 70,FFFFFF 70,FFFFFF 65,802020 67,802020 64,802020 50,802020 46,802020 44,802020 36,FF0000 38,FF0000 31,FF0000 31,FF0000 34,FF0000 39,FF0000 56,802020 56,802020 59,802020 58,802020 76,FFFFFF 76,FFFFFF 64,802020 61,802020 76,FFFFFF 61,802020 55,802020 72,FFFFFF 66,802020 76,FFFFFF 78,FFFFFF 88,FFFFFF 105,FFFFFF 112,FFFFFF 98,FFFFFF 87,FFFFFF 108,FFFFFF 86,FFFFFF 95,FFFFFF 
0,FF0000 1,FF0000 3,FF0000 4,FF0000 5,FF0000 9,FF0000 8,FF0000 5,FF0000 5,FF0000 3,FF0000 3,FF0000 2,FF0000 5,FF0000 5,FF0000 8,FF0000 10,FF0000 12,FF0000 10,FF0000 7,FF0000 7,FF0000 8,FF0000 9,FF0000 14,FF0000 19,FF0000 18,FF0000 12,FF0000 16,FF0000 14,FF0000 13,FF0000 10,FF0000 15,FF0000 19,FF0000 13,FF0000 17,FF0000 20,FF0000 23,FF0000 26,FF0000 22,FF0000 23,FF0000 24,FF0000 24,FF0000 29,FF0000 27,FF0000 25,FF0000 40,802020 40,802020 44,802020 37,FF0000 51,802020 50,802020 47,802020 41,802020 35,FF0000 32,FF0000 33,FF0000 29,FF0000 30,FF0000 48,802020 49,802020 50,802020 41,802020 47,802020 46,802020 63,802020 59,802020 56,802020 67,802020 61,802020 40,802020 36,FF0000 41,802020 33,FF0000 33,FF0000 33,FF0000 35,FF0000 38,FF0000 39,FF0000 59,802020 62,802020 60,802020 45,802020 72,FFFFFF 65,802020 52,802020 59,802020 64,802020 48,802020 53,802020 60,802020 67,802020 65,802020 69,802020 100,FFFFFF 114,FFFFFF 129,FFFFFF 106,FFFFFF 94,FFFFFF 122,FFFFFF 111,FFFFFF 92,FFFFFF 
0,FF0000 0,FF0000 3,FF0000 3,FF0000 4,FF0000 3,FF0000 5,FF0000 2,FF0000 2,FF0000 1,FF0000 2,FF0000 2,FF0000 2,FF0000 3,FF0000 4,FF0000 7,FF0000 6,FF0000 8,FF0000 9,FF0000 6,FF0000 10,FF0000 13,FF0000 13,FF0000 12,FF0000 11,FF0000 10,FF0000 12,FF0000 15,FF0000 14,FF0000 10,FF0000 16,FF0000 17,FF0000 14,FF0000 19,FF0000 17,FF0000 19,FF0000 22,FF0000 23,FF0000 22,FF0000 24,FF0000 26,FF0000 26,FF0000 29,FF0000 37,FF0000 43,802020 43,802020 40,802020 48,802020 51,802020 49,802020 43,802020 35,FF0000 32,FF0000 27,FF0000 26,FF0000 28,FF0000 27,FF0000 40,802020 52,802020 49,802020 48,802020 46,802020 55,802020 64,802020 67,802020 63,802020 57,802020 49,802020 32,FF0000 32,FF0000 32,FF0000 29,FF0000 33,FF0000 34,FF0000 36,FF0000 40,802020 51,802020 63,802020 50,802020 43,802020 46,802020 68,802020 53,802020 56,802020 63,802020 72,FFFFFF 68,802020 87,FFFFFF 87,FFFFFF 96,FFFFFF 84,FFFFFF 117,FFFFFF 127,FFFFFF 127,FFFFFF 124,FFFFFF 91,FFFFFF 99,FFFFFF 97,FFFFFF 89,FFFFFF 94,FFFFFF 
